Pair translation for k=1
20 [17930]
sapi ['babi', 'sawi', 'sapu', 'teri', 'cumi']

1876 [3143, 4836, 1687, 1643, 3489]
tradisi ['ritual', 'tradition', 'tradisional', 'budaya', 'traditions']

1876 [3143, 4836, 1687, 1643, 3489]
tradisi ['ritual', 'tradition', 'tradisional', 'budaya', 'traditions']

1884 [21475, 18470, 18486, 42390, 46434]
kembang ['kembangan', 'kembung', 'kembange', 'kembangna', 'kemuning']

1884 [21475, 18470, 18486, 42390, 46434]
kembang ['kembangan', 'kembung', 'kembange', 'kembangna', 'kemuning']

1895 [49298, 56646, 8975, 2469, 9058]
dhuwit ['dhuwite', 'dhuwung', 'kaluwihan', 'linuwih', 'kaluwihane']

1908 [80440, 79204, 101562, 2968, 39023]
lanang ['lanag', 'lanange', 'lanangan', 'sulung', 'lanan']

1908 [80440, 79204, 101562, 2968, 39023]
lanang ['lanag', 'lanange', 'lanangan', 'sulung', 'lanan']

1909 [55283, 5346, 6735, 26330, 19063]
wadon ['wadone', 'wadhon', 'wajar', 'wajan', 'wadana']

1909 [55283, 5346, 6735, 26330, 19063]
wadon ['wadone', 'wadhon', 'wajar', 'wajan', 'wadana']

1921 [109198, 66307, 61919, 44321, 47337]
bengi ['bengen', 'bengine', 'bengis', 'benget', 'bengek']

1962 [18343, 37837, 110, 36817, 15240]
pinter ['pintere', 'banter', 'pinuh', 'pindo', 'pinten']

1992 [23239, 19996, 12290, 3380, 563]
tata ['tatacara', 'tatanan', 'tatabasa', 'tatamba', 'tatanen']

2012 [17077, 67442, 91893, 34623, 12167]
mutlak ['muter', 'mutakhir', 'mutah', 'mulus', 'mutakir']

2063 [936, 971, 38152, 66, 74]
bagean ['deukeut', 'tina', 'nganjrek', 'mangrupa', 'hiji']

2081 [10373, 108911, 6761, 1608, 91922]
omah ['omahe', 'omahing', 'imah', 'obah', 'omat']

2081 [10373, 108911, 6761, 1608, 91922]
omah ['omahe', 'omahing', 'imah', 'obah', 'omat']

2108 [7000, 7032, 2107, 2091, 42174]
oksigen ['nitrogen', 'oxygen', 'hidrogen', 'karbon', 'oksigenna']

2150 [3569, 12447, 3967, 7016, 42602]
logam ['metals', 'aluminium', 'metal', 'mineral', 'logamna']

2178 [5818, 2248, 3410, 44241, 43486]
mlebu ['mlayu', 'mlebune', 'mlebet', 'klebu', 'melebu']

2204 [19861, 5038, 30662, 91442, 4328]
ratu ['ratuning', 'raja', 'puteri', 'ratuna', 'dewi']

2318 [1651, 7684, 24139, 28922, 4334]
rama ['ramayana', 'ramawijaya', 'krishna', 'ramadhan', 'indra']

2318 [1651, 7684, 24139, 28922, 4334]
rama ['ramayana', 'ramawijaya', 'krishna', 'ramadhan', 'indra']

2340 [53437, 2295, 29074, 28661, 12064]
sirkuit ['biskuit', 'serat', 'sirkus', 'sirkit', 'sirkulasi']

2367 [17357, 25284, 10599, 52917, 24782]
dokter ['physician', 'doctors', 'klinik', 'surgeon', 'physicians']

2405 [28273, 30402, 10281, 10403, 6291]
gawe ['gawa', 'ngawe', 'gawean', 'gawene', 'nggawe']

2434 [13959, 53117, 31384, 318, 60902]
pilihan ['pilihane', 'kandidat', 'pemilihan', 'dipilih', 'pilihanipun']

2434 [13959, 53117, 31384, 318, 60902]
pilihan ['pilihane', 'kandidat', 'pemilihan', 'dipilih', 'pilihanipun']

2482 [9924, 41728, 75433, 4226, 56800]
sandi ['sandhi', 'mandi', 'dasi', 'budi', 'sanding']

2482 [9924, 41728, 75433, 4226, 56800]
sandi ['sandhi', 'mandi', 'dasi', 'budi', 'sanding']

2519 [7109, 92930, 95578, 42299, 39617]
banyu ['banyune', 'banyunan', 'banyon', 'banyol', 'banyan']

2544 [55761, 73718, 34704, 93891, 3914]
takdir ['takbir', 'takdirna', 'taklim', 'takhir', 'tak']

2562 [49275, 1737, 12464, 15595, 13490]
padu ['padhu', 'adu', 'lucu', 'mangu', 'dangu']

2583 [46637, 52520, 30985, 8721, 77261]
tumindak ['tumindakan', 'tumindaking', 'tumindakipun', 'tumindake', 'bertindak']

2596 [24088, 25551, 2652, 37754, 32761]
asih ['asihan', 'asah', 'sih', 'icih', 'asik']

2596 [24088, 25551, 2652, 37754, 32761]
asih ['asihan', 'asah', 'sih', 'icih', 'asik']

2666 [19670, 95987, 105777, 64936, 31745]
tembok ['temboke', 'tembokipun', 'tembokan', 'gembok', 'tembak']

2706 [17840, 8965, 3247, 8829, 91938]
situs ['sito', 'website', 'portal', 'site', 'pagina']

2706 [17840, 8965, 3247, 8829, 91938]
situs ['sito', 'website', 'portal', 'site', 'pagina']

2804 [87185, 21562, 7112, 2853, 29511]
lare ['lere', 'lawe', 'sare', 'sore', 'sere']

2804 [87185, 21562, 7112, 2853, 29511]
lare ['lere', 'lawe', 'sare', 'sore', 'sere']

2851 [5333, 5203, 28708, 24167, 38811]
biru ['kuning', 'putih', 'hijau', 'merah', 'berwarna']

2859 [56124, 13664, 70206, 103977, 5350]
tambahan ['optional', 'tambahanna', 'bonus', 'tambahanipun', 'ekstra']

2977 [1948, 9471, 88026, 12439, 50606]
sekolah ['sekolahan', 'school', 'escola', 'pendidikan', 'szkoła']

3095 [106822, 10195, 45344, 32230, 7741]
nglakoni ['nglakoke', 'nglakokake', 'nglaksanakake', 'nglakokaken', 'ngleboni']

3102 [48711, 5537, 8756, 96380, 70212]
ukuran ['ukuranipun', 'diameter', 'ukurane', 'ukurannya', 'ukurannana']

3180 [19023, 41002, 66578, 23532, 99833]
mbengi ['sawengi', 'mbengok', 'senengi', 'kadenge', 'mboseni']

3181 [107489, 32774, 27106, 27393, 62699]
lintang ['lintan', 'lintangipun', 'antarlintang', 'lintange', 'antarbentang']

3194 [5230, 15802, 6196, 79926, 43007]
joged ['joget', 'jogetan', 'jogedan', 'jog', 'joglo']

3226 [3203, 8809, 8071, 34771, 26895]
dna ['rna', 'genome', 'genetik', 'chromosome', 'genom']

3360 [3607, 29119, 11453, 43701, 45890]
dalu ['wengi', 'pukul', 'minggu', 'sejam', 'sabendina']

3720 [20850, 92608, 20582, 26541, 10409]
wedhus ['wedhuse', 'kaldhu', 'wedhok', 'dhadhu', 'wudhu']

3770 [3033, 8151, 25585, 7758, 2029]
hubungan ['relations', 'kontak', 'hubungannana', 'relationship', 'interaksi']

3869 [22048, 93805, 28993, 16755, 41579]
paguyuban ['paguron', 'panyaluyuan', 'prusahaan', 'pawiyaran', 'paguyangan']

4202 [89, 3860, 107, 8009, 10019]
april ['maret', 'februari', 'mei', 'juni', 'march']

4277 [9221, 93369, 19734, 19973, 43927]
jagad ['jagat', 'jagading', 'jagating', 'ragad', 'jagate']

4594 [93685, 44782, 40861, 103464, 4595]
emak ['norak', 'yuk', 'luluk', 'amak', 'mbak']

4594 [93685, 44782, 40861, 103464, 4595]
emak ['norak', 'yuk', 'luluk', 'amak', 'mbak']

4594 [93685, 44782, 40861, 103464, 4595]
emak ['norak', 'yuk', 'luluk', 'amak', 'mbak']

4594 [93685, 44782, 40861, 103464, 4595]
emak ['norak', 'yuk', 'luluk', 'amak', 'mbak']

4595 [6483, 66399, 17539, 7044, 14400]
mbak ['mbah', 'mpok', 'kak', 'umak', 'mbako']

4642 [20282, 623, 51447, 6450, 6306]
pelabuhan ['port', 'kapal', 'ports', 'pantai', 'teluk']

4688 [18842, 6627, 30616, 44675, 14830]
bocah ['bocahe', 'cah', 'buruh', 'bolah', 'panah']

4698 [4854, 12733, 6075, 2163, 42547]
sarapan ['sarap', 'serapan', 'garapan', 'saragam', 'celupan']

4820 [27505, 12070, 45255, 96290, 16105]
utek ['uteuk', 'otak', 'utak', 'uteke', 'orok']

4849 [93642, 106754, 20582, 8265, 39473]
wedok ['wedoke', 'wedokan', 'wedhok', 'wedang', 'weduk']

4891 [43107, 42724, 70051, 10419, 43928]
bledug ['bledheg', 'blegudreg', 'bleg', 'gedebog', 'gedheg']

4926 [46888, 66338, 11464, 46596, 77471]
toko ['tokone', 'tokona', 'bako', 'toke', 'disko']

5300 [79768, 67052, 9184, 90708, 20835]
penonton ['panonton', 'penontone', 'panon', 'pengontrol', 'pangon']

5323 [1301, 89477, 105154, 53406, 4829]
wayahe ['wayah', 'sawahe', 'turahe', 'wilahe', 'sirahe']

5325 [18266, 53413, 17370, 39380, 90559]
alon ['alot', 'aloy', 'alum', 'alo', 'aloi']

5329 [56383, 7155, 4859, 54443, 19534]
sekar ['sekat', 'sekaran', 'sekang', 'sekam', 'sekak']

5329 [56383, 7155, 4859, 54443, 19534]
sekar ['sekat', 'sekaran', 'sekang', 'sekam', 'sekak']

5344 [9537, 30971, 16483, 7110, 32351]
tamu ['tatu', 'latu', 'mutu', 'tamune', 'regu']

5407 [91869, 96150, 102671, 39093, 9816]
arahe ['gerakane', 'arahipun', 'ujunge', 'tekanane', 'jarake']

5527 [27792, 83834, 91528, 41754, 44199]
pak ['pakpak', 'pakdhe', 'paklik', 'pek', 'pakwan']

5570 [10574, 8527, 4089, 13031, 11434]
titik ['titikan', 'garis', 'point', 'nilai', 'titikane']

5570 [10574, 8527, 4089, 13031, 11434]
titik ['titikan', 'garis', 'point', 'nilai', 'titikane']

5670 [82198, 47757, 99423, 5423, 37511]
kali ['kalinga', 'kalijati', 'kaliki', 'kalimah', 'kaligrafi']

5670 [82198, 47757, 99423, 5423, 37511]
kali ['kalinga', 'kalijati', 'kaliki', 'kalimah', 'kaligrafi']

5670 [82198, 47757, 99423, 5423, 37511]
kali ['kalinga', 'kalijati', 'kaliki', 'kalimah', 'kaligrafi']

5694 [109861, 675, 13557, 23509, 29412]
kuli ['kulik', 'kulina', 'guci', 'ragi', 'kulo']

5694 [109861, 675, 13557, 23509, 29412]
kuli ['kulik', 'kulina', 'guci', 'ragi', 'kulo']

5734 [23050, 18896, 11534, 88788, 100264]
utusan ['putusan', 'utusane', 'urusan', 'utusaning', 'utus']

5836 [5519, 5188, 54345, 1032, 52391]
putra ['putri', 'putrane', 'putraning', 'anak', 'putranya']

5956 [49828, 28278, 61328, 12381, 104894]
nyambut ['nyambi', 'disambut', 'nyambutgawe', 'nyambung', 'nyadhung']

6021 [11633, 45236, 18047, 972, 81676]
cahya ['cahyaning', 'cahyana', 'cahyane', 'bahya', 'cahyaan']

6084 [6050, 1499, 9731, 39560, 89257]
dolanan ['dolanane', 'kaanan', 'janganan', 'dolan', 'busanan']

6116 [69886, 36952, 30712, 15272, 22354]
serangan ['menyerang', 'attacks', 'pertempuran', 'attack', 'bombing']

6126 [9076, 27685, 30190, 10131, 72350]
tutuk ['tutup', 'tutuke', 'tutul', 'sunduk', 'tutung']

6128 [19221, 44358, 69835, 41153, 4892]
tali ['talingan', 'talian', 'talina', 'taline', 'tela']

6195 [2924, 6822, 2585, 29659, 8183]
wesi ['sawi', 'wangi', 'muni', 'gisi', 'endi']

6213 [8871, 19623, 35141, 41269, 11586]
bukti ['evidence', 'buktina', 'buktine', 'indikasi', 'laporan']

6271 [24274, 82922, 16487, 5823, 49282]
pesen ['pesenan', 'piken', 'paten', 'ilen', 'mesen']

6300 [104786, 31497, 19582, 38477, 6301]
musuh ['musuhipun', 'rival', 'musuhe', 'musuhan', 'musuhna']

6314 [21478, 4807, 15057, 29943, 3317]
omongan ['omong', 'omonge', 'omongane', 'tunangan', 'iringan']

6450 [4642, 6306, 42474, 7537, 42592]
pantai ['pelabuhan', 'teluk', 'playa', 'coastal', 'danau']

6464 [72630, 6465, 81556, 24148, 48042]
piano ['cello', 'gitar', 'violin', 'orgel', 'flute']

6487 [54985, 45186, 47916, 11604, 18633]
buah ['buahan', 'buahnya', 'buahna', 'tanaman', 'daun']

6593 [33464, 6930, 18101, 10273, 73800]
rawa ['rawan', 'lawa', 'toya', 'rawe', 'rawayan']

6598 [1915, 55542, 81281, 37873, 91086]
bojo ['bojone', 'bojona', 'poro', 'poto', 'podo']

6627 [43906, 18841, 2652, 4570, 81216]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6627 [43906, 18841, 2652, 4570, 81216]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6627 [43906, 18841, 2652, 4570, 81216]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6627 [43906, 18841, 2652, 4570, 81216]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6627 [43906, 18841, 2652, 4570, 81216]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6630 [24147, 24289, 6198, 31048, 30729]
musisi ['komposer', 'komponis', 'penyanyi', 'musikus', 'pianis']

6633 [28232, 912, 30407, 4874, 7154]
seda ['meninggal', 'mati', 'wafat', 'died', 'ilang']

6637 [11042, 45573, 12085, 29423, 85914]
jantung ['jantunge', 'jantungna', 'ginjal', 'janin', 'jantan']

6643 [6678, 33412, 5459, 27086, 21781]
kuburan ['kubur', 'kuburane', 'hiburan', 'semburan', 'kubu']

6643 [6678, 33412, 5459, 27086, 21781]
kuburan ['kubur', 'kuburane', 'hiburan', 'semburan', 'kubu']

6646 [44072, 27730, 8230, 9648, 31686]
kapur ['kapuk', 'kaput', 'tabur', 'catur', 'kasur']

6721 [21670, 89630, 27666, 914, 4016]
tresna ['tresno', 'tresnani', 'tresnane', 'sirna', 'musna']

6731 [40335, 85670, 74363, 95059, 90826]
ksatria ['ksatriya', 'kesatria', 'ksatrian', 'kasatria', 'kshatriya']

6820 [103531, 5377, 13642, 26273, 44653]
mambu ['mambet', 'ngambu', 'mampet', 'mambune', 'bubu']

6820 [103531, 5377, 13642, 26273, 44653]
mambu ['mambet', 'ngambu', 'mampet', 'mambune', 'bubu']

6868 [12111, 38900, 100399, 44153, 10722]
asu ['susu', 'wasu', 'jasu', 'apu', 'awu']

6872 [7657, 11371, 29506, 18638, 5532]
faktor ['factors', 'factor', 'faktorial', 'risiko', 'komponen']

6881 [28974, 3916, 85869, 7931, 78672]
macan ['pandan', 'jaran', 'patin', 'setan', 'balin']

6912 [7458, 40417, 1798, 13971, 67127]
informasi ['information', 'informations', 'data', 'berita', 'informasine']

6917 [19950, 70436, 42594, 24062, 7170]
sikil ['sikile', 'sikir', 'sikat', 'sikep', 'siklus']

6923 [67949, 3182, 41503, 79043, 74386]
udan ['udane', 'awan', 'udang', 'udar', 'udani']

6935 [46789, 46608, 47812, 46049, 102703]
karang ['karangsari', 'karangjati', 'karangjaya', 'karangrejo', 'karangipun']

6948 [88027, 78263, 94527, 42851, 85058]
pacet ['silet', 'bakut', 'milet', 'condet', 'santet']

6949 [4717, 6914, 6567, 43953, 636]
pitik ['iwak', 'bebek', 'lauk', 'papak', 'manuk']

6959 [39227, 101561, 83179, 46416, 24022]
walang ['bagong', 'lamang', 'beri', 'maja', 'noong']

7074 [8265, 1759, 1766, 41626, 13822]
gedang ['wedang', 'gendang', 'kendang', 'pindang', 'pedang']

7079 [45682, 67577, 1787, 56430, 55473]
boso ['bondo', 'bobo', 'baso', 'boro', 'dolo']

7111 [1901, 85707, 33678, 109461, 48349]
bapak ['bapake', 'kakak', 'bapakke', 'bapakan', 'bapakne']

7116 [109187, 83460, 18274, 14872, 8017]
warung ['warunge', 'waring', 'waru', 'payung', 'gulung']

7642 [24427, 102623, 6909, 34950, 94017]
rencang ['rencangipun', 'rengan', 'rancang', 'reng', 'guncang']

7642 [24427, 102623, 6909, 34950, 94017]
rencang ['rencangipun', 'rengan', 'rancang', 'reng', 'guncang']

7643 [17629, 78837, 25371, 182, 43113]
kanca ['kancane', 'kacane', 'kancanipun', 'kaca', 'kancah']

7643 [17629, 78837, 25371, 182, 43113]
kanca ['kancane', 'kacane', 'kancanipun', 'kaca', 'kancah']

7643 [17629, 78837, 25371, 182, 43113]
kanca ['kancane', 'kacane', 'kancanipun', 'kaca', 'kancah']

7643 [17629, 78837, 25371, 182, 43113]
kanca ['kancane', 'kacane', 'kancanipun', 'kaca', 'kancah']

7643 [17629, 78837, 25371, 182, 43113]
kanca ['kancane', 'kacane', 'kancanipun', 'kaca', 'kancah']

7643 [17629, 78837, 25371, 182, 43113]
kanca ['kancane', 'kacane', 'kancanipun', 'kaca', 'kancah']

7730 [23944, 7731, 8634, 37403, 43166]
ekspedisi ['ekspedhisi', 'eksplorasi', 'eksperimen', 'ekspansi', 'ekskavasi']

7880 [61738, 10563, 112242, 73956, 28402]
crita ['gurita', 'critane', 'cemita', 'critakake', 'cri']

7950 [21964, 1465, 81250, 51693, 12223]
raka ['rak', 'reka', 'rakana', 'dira', 'karta']

7968 [38066, 27670, 96936, 45018, 6925]
budhal ['bidhal', 'budhak', 'rudhal', 'modhal', 'kadhal']

7977 [6078, 49443, 99992, 41213, 9574]
pager ['siter', 'petir', 'ider', 'pelor', 'putar']

8008 [42653, 98782, 17315, 9181, 79654]
ping ['pingping', 'pingin', 'pingan', 'pinggang', 'pingpingna']

8041 [46817, 37098, 7079, 44243, 20243]
bos ['gaur', 'bih', 'boso', 'bosa', 'bas']

8056 [18397, 108998, 43502, 80992, 91387]
dluwang ['mbuwang', 'dlujur', 'diguwang', 'krudung', 'kluwarga']

8057 [62107, 10217, 14325, 52587, 11150]
blabak ['gerobak', 'blarak', 'lobak', 'blanja', 'blak']

8062 [23240, 2035, 3182, 102652, 12839]
awak ['awakna', 'awake', 'awan', 'awakke', 'awang']

8062 [23240, 2035, 3182, 102652, 12839]
awak ['awakna', 'awake', 'awan', 'awakke', 'awang']

8064 [17785, 19186, 21562, 71512, 9401]
lambe ['lambene', 'lamba', 'lawe', 'ubenge', 'pange']

8067 [18464, 18063, 44026, 26814, 20547]
lengen ['lengan', 'lengene', 'pilin', 'cincin', 'tenun']

8067 [18464, 18063, 44026, 26814, 20547]
lengen ['lengan', 'lengene', 'pilin', 'cincin', 'tenun']

8134 [41501, 8981, 43636, 45774, 77407]
racun ['racunan', 'racune', 'racunna', 'racikan', 'bihun']

8134 [41501, 8981, 43636, 45774, 77407]
racun ['racunan', 'racune', 'racunna', 'racikan', 'bihun']

8187 [91473, 85546, 11922, 6051, 20465]
rangkep ['rangkap', 'rangkepan', 'jangkep', 'rangka', 'rangkah']

8235 [2052, 83379, 31608, 86167, 82508]
farmasi ['farmakologi', 'farmakologis', 'koperasi', 'instrumentasi', 'fabrikasi']

8257 [71607, 9402, 21631, 82884, 56919]
godhong ['godhongan', 'godhonge', 'godong', 'endhong', 'godhongipun']

8257 [71607, 9402, 21631, 82884, 56919]
godhong ['godhongan', 'godhonge', 'godong', 'endhong', 'godhongipun']

8263 [88888, 68584, 6718, 18992, 98393]
kas ['kase', 'kasasi', 'kasta', 'kasa', 'kasting']

8370 [37836, 45842, 39693, 7569, 8554]
angin ['angine', 'angina', 'winds', 'hujan', 'gelombang']

8419 [9411, 35675, 64924, 82375, 7241]
wiji ['wijine', 'wijen', 'ruji', 'wijian', 'wewiji']

8480 [48309, 10044, 70191, 37810, 32554]
kandhang ['kandhung', 'kandhange', 'kandhane', 'kandhel', 'kandung']

8529 [45159, 74290, 105391, 60617, 44159]
rai ['raih', 'raihan', 'raita', 'rau', 'gori']

8554 [9169, 48214, 41019, 71876, 9162]
gelombang ['spektrum', 'waves', 'gelombangna', 'gelombange', 'sinar']

8554 [9169, 48214, 41019, 71876, 9162]
gelombang ['spektrum', 'waves', 'gelombangna', 'gelombange', 'sinar']

8885 [96565, 44124, 19157, 79243, 11442]
ingon ['engon', 'ingone', 'weton', 'ingonan', 'babon']

8885 [96565, 44124, 19157, 79243, 11442]
ingon ['engon', 'ingone', 'weton', 'ingonan', 'babon']

8914 [7508, 19778, 66505, 19354, 99382]
got ['get', 'getting', 'gotta', 'gets', 'gotcha']

8914 [7508, 19778, 66505, 19354, 99382]
got ['get', 'getting', 'gotta', 'gets', 'gotcha']

8920 [2545, 15836, 974, 74922, 48284]
puluhan ['puluh', 'jutaan', 'ratusan', 'belasan', 'ribuan']

9074 [17800, 17095, 19244, 45259, 58366]
kuping ['kupinge', 'keping', 'guling', 'wahing', 'giling']

9113 [11490, 14091, 5260, 24738, 26888]
penyakit ['disease', 'karusakan', 'diseases', 'illness', 'tumor']

9117 [18283, 23686, 1799, 37448, 10198]
pakar ['pacar', 'pakarang', 'pakaryan', 'pakarya', 'pakarti']

9152 [6900, 44284, 10224, 32716, 14039]
irung ['irunge', 'irungna', 'irus', 'irungipun', 'surung']

9236 [35660, 12562, 18023, 17141, 91191]
coklat ['cokelat', 'soklat', 'cokot', 'bulat', 'coklatan']

9237 [71032, 41293, 97171, 97240, 29949]
salju ['saljuan', 'tuju', 'saldo', 'soju', 'tinju']

9238 [12062, 41088, 12702, 56286, 45122]
kapas ['napas', 'ampas', 'kapang', 'kapasan', 'kapak']

9495 [33810, 59977, 16631, 16566, 49499]
studi ['penelitian', 'studine', 'studie', 'kajian', 'studina']

9540 [17780, 39930, 96722, 30190, 95700]
bisul ['bisu', 'ateul', 'gateul', 'tutul', 'ketul']

9610 [7716, 65150, 18019, 92456, 74054]
panuntun ['panuwun', 'penuntun', 'panunjuk', 'penuntut', 'panunjang']

9671 [68098, 27449, 53933, 79717, 20275]
nyawang ['ngawang', 'nyabak', 'nyabut', 'nyalukan', 'nyangga']

9812 [9913, 82884, 20382, 44671, 42356]
endhas ['endhog', 'endhong', 'endhase', 'endhut', 'ndhas']

9812 [9913, 82884, 20382, 44671, 42356]
endhas ['endhog', 'endhong', 'endhase', 'endhut', 'ndhas']

9895 [37869, 82052, 77210, 26881, 94348]
geni ['genine', 'genitri', 'genin', 'gen', 'proteine']

10041 [27548, 71569, 19479, 11676, 1782]
sungu ['sungut', 'sungune', 'gulu', 'rungu', 'sangu']

10081 [28250, 3792, 82517, 45543, 44918]
untu ['unta', 'untung', 'untai', 'untir', 'kutu']

10305 [16696, 74587, 48358, 91532, 23687]
bandha ['bendha', 'bandhing', 'bandhane', 'bandhe', 'gadha']

10423 [5269, 6819, 3133, 6804, 103629]
wedi ['lagi', 'tenan', 'mampu', 'metu', 'sagen']

10423 [5269, 6819, 3133, 6804, 103629]
wedi ['lagi', 'tenan', 'mampu', 'metu', 'sagen']

10573 [90015, 10337, 71749, 9980, 83646]
rega ['rego', 'jaga', 'gena', 'beya', 'regas']

10597 [66222, 9815, 43009, 5013, 94833]
panggon ['panggona', 'panggone', 'panggen', 'panggung', 'panganggon']

10722 [44153, 5400, 23566, 72311, 6868]
awu ['apu', 'ambu', 'awi', 'panu', 'asu']

10722 [44153, 5400, 23566, 72311, 6868]
awu ['apu', 'ambu', 'awi', 'panu', 'asu']

10832 [66948, 29072, 94006, 48863, 84543]
tim ['timnas', 'klub', 'timipun', 'timnya', 'timna']

10989 [10954, 68176, 58825, 5825, 24924]
pasar ['pasarean', 'pasarturi', 'pasaraya', 'pasaran', 'pasaratan']

11307 [1434, 2901, 103389, 1826, 3496]
produk ['produksi', 'products', 'produkipun', 'diproduksi', 'barang']

11532 [14528, 59929, 48978, 88490, 38173]
kuliah ['kuliyah', 'kuliahe', 'kuliahipun', 'kuliahna', 'kuliyahe']

11532 [14528, 59929, 48978, 88490, 38173]
kuliah ['kuliyah', 'kuliahe', 'kuliahipun', 'kuliahna', 'kuliyahe']

11534 [3386, 23050, 5734, 232, 85013]
urusan ['rumusan', 'putusan', 'utusan', 'urutan', 'urunan']

11682 [47194, 54606, 35829, 49388, 13273]
asosiasi ['agensi', 'konsorsium', 'konfederasi', 'afiliasi', 'federasi']

12010 [8137, 111680, 49863, 28283, 28421]
griya ['kriya', 'grija', 'driya', 'griyanipun', 'griyane']

12010 [8137, 111680, 49863, 28283, 28421]
griya ['kriya', 'grija', 'driya', 'griyanipun', 'griyane']

12010 [8137, 111680, 49863, 28283, 28421]
griya ['kriya', 'grija', 'driya', 'griyanipun', 'griyane']

12033 [65754, 66066, 87163, 38461, 87309]
spesialis ['spesial', 'spesialisasi', 'spesialiasi', 'spesialisasine', 'terspesialisasi']

12111 [23967, 7414, 6868, 32940, 18265]
susu ['sagu', 'jamu', 'asu', 'susuh', 'susuna']

12469 [56734, 19651, 17774, 19221, 8978]
bolongan ['bolonganipun', 'bolong', 'bolongane', 'talingan', 'kurungan']

12574 [63882, 34887, 13342, 3629, 16248]
santa ['sainte', 'sant', 'san', 'saint', 'santo']

12667 [22900, 93750, 108106, 24570, 38817]
kadal ['kadali', 'mamal', 'pandal', 'quail', 'ketel']

12678 [56573, 84699, 4800, 10026, 19872]
sinyal ['sinyalna', 'riyal', 'partikel', 'signal', 'signals']

12701 [112000, 23614, 109565, 24655, 29261]
roti ['rotisserie', 'rotis', 'rotini', 'pasta', 'makanan']

12771 [16260, 8854, 10780, 90030, 17837]
standar ['standarisasi', 'standard', 'standards', 'standart', 'norma']

12966 [62246, 3253, 14377, 904, 8596]
serikat ['unidos', 'states', 'usa', 'amerika', 'sarekat']

13039 [39205, 103263, 85681, 60834, 75401]
berkas ['beruk', 'berputra', 'bercorak', 'bersambung', 'minangla']

13093 [22148, 33779, 108718, 16708, 48278]
kedokteran ['kadokteran', 'kedhokteran', 'keteknikan', 'kadhokteran', 'perikanan']

13119 [46649, 32556, 108796, 24900, 19376]
nafsu ['nafkah', 'nafas', 'nafsul', 'tafsiran', 'tafsir']

13387 [10494, 20789, 2859, 8283, 25973]
alternatif ['alternative', 'alternatives', 'tambahan', 'gratis', 'options']

13387 [10494, 20789, 2859, 8283, 25973]
alternatif ['alternative', 'alternatives', 'tambahan', 'gratis', 'options']

13462 [74694, 9222, 22278, 8482, 11214]
isin ['isini', 'isinan', 'salin', 'temen', 'angen']

13462 [74694, 9222, 22278, 8482, 11214]
isin ['isini', 'isinan', 'salin', 'temen', 'angen']

13534 [63372, 50941, 18653, 7997, 7105]
tukaran ['tuker', 'tukan', 'tukak', 'tugel', 'tuku']

13822 [1766, 8265, 1759, 7074, 41626]
pedang ['kendang', 'wedang', 'gendang', 'gedang', 'pindang']

13838 [89527, 39970, 3702, 48347, 58268]
pos ['posko', 'pospat', 'post', 'pospor', 'posh']

13973 [74596, 43666, 41077, 96408, 31281]
pabrik ['pabrike', 'pabrikasi', 'rubrik', 'jabrik', 'firma']

14016 [17938, 56871, 31691, 12819, 5849]
pimpinan ['pemimpin', 'chairman', 'pimpinanipun', 'kepala', 'ketua']

14170 [1158, 64876, 3447, 110722, 28099]
hakim ['mahkamah', 'tribunal', 'judge', 'hakimi', 'judges']

14285 [34647, 90097, 32433, 19754, 13276]
patemon ['patemone', 'patemonan', 'partemon', 'tetemon', 'patemonane']

14958 [43757, 31561, 60646, 84778, 80497]
karir ['karire', 'karirna', 'kariripun', 'berkarir', 'kariere']

15005 [936, 44390, 2092, 60149, 971]
orbit ['deukeut', 'orbitna', 'sedengkeun', 'magnitudo', 'tina']

15058 [53278, 93424, 32855, 21096, 80190]
guyon ['guyonan', 'playon', 'nanaon', 'payon', 'bombong']

15576 [9722, 81092, 81792, 41029, 10326]
busur ['busuk', 'busak', 'busung', 'janur', 'sumur']

15594 [7111, 109461, 35143, 48349, 22875]
bapa ['bapak', 'bapakan', 'ayah', 'bapakne', 'bapana']

15760 [15681, 78453, 84198, 65382, 18218]
bates ['batesan', 'batese', 'malet', 'modis', 'higgins']

15822 [15020, 8180, 38832, 13988, 6770]
dulur ['dulurna', 'dulure', 'dulu', 'kaluhur', 'sakur']

15822 [15020, 8180, 38832, 13988, 6770]
dulur ['dulurna', 'dulure', 'dulu', 'kaluhur', 'sakur']

16087 [1907, 29612, 95363, 15421, 84790]
