Pair translation for k=1
62 [62]
5407 [5407, 91880, 96166, 102698, 39094]
arahe ['arahe', 'gerakane', 'arahipun', 'ujunge', 'tekanane']

5527 [5527, 27798, 83848, 91539, 41766]
pak ['pak', 'pakpak', 'pakdhe', 'paklik', 'pek']

5570 [5570, 10589, 8558, 4089, 13022]
titik ['titik', 'titikan', 'garis', 'point', 'nilai']

5670 [5670, 82212, 99442, 5423, 37514]
kali ['kali', 'kalinga', 'kaliki', 'kalimah', 'kaligrafi']

5670 [5670, 82212, 99442, 5423, 37514]
kali ['kali', 'kalinga', 'kaliki', 'kalimah', 'kaligrafi']

5670 [5670, 82212, 99442, 5423, 37514]
kali ['kali', 'kalinga', 'kaliki', 'kalimah', 'kaligrafi']

5694 [5694, 675, 13548, 23510, 29415]
kuli ['kuli', 'kulina', 'guci', 'ragi', 'kulo']

5694 [5694, 675, 13548, 23510, 29415]
kuli ['kuli', 'kulina', 'guci', 'ragi', 'kulo']

5734 [5734, 23054, 18905, 11533, 88799]
utusan ['utusan', 'putusan', 'utusane', 'urusan', 'utusaning']

5827 [5827, 5519, 54351, 5188, 1032]
putra ['putra', 'putri', 'putraning', 'putrane', 'anak']

5960 [5960, 49833, 28280, 61336, 12373]
nyambut ['nyambut', 'nyambi', 'disambut', 'nyambutgawe', 'nyambung']

6095 [6095, 6062, 1499, 9739, 39563]
dolanan ['dolanan', 'dolanane', 'kaanan', 'janganan', 'dolan']

6103 [6103, 69900, 36958, 30717, 15270]
serangan ['serangan', 'menyerang', 'attacks', 'pertempuran', 'attack']

6139 [6139, 9094, 27687, 30195, 10130]
tutuk ['tutuk', 'tutup', 'tutuke', 'tutul', 'sunduk']

6200 [6200, 2924, 2585, 6838, 29662]
wesi ['wesi', 'sawi', 'muni', 'wangi', 'gisi']

6211 [6211, 8863, 19618, 35147, 41276]
bukti ['bukti', 'evidence', 'buktina', 'buktine', 'indikasi']

6288 [6288, 104816, 31502, 19588, 38483]
musuh ['musuh', 'musuhipun', 'rival', 'musuhe', 'musuhan']

6318 [6318, 21483, 4807, 15069, 29946]
omongan ['omongan', 'omong', 'omonge', 'omongane', 'tunangan']

6436 [6436, 4642, 6294, 42480, 42597]
pantai ['pantai', 'pelabuhan', 'teluk', 'playa', 'danau']

6465 [6465, 54991, 45190, 47923, 11610]
buah ['buah', 'buahan', 'buahnya', 'buahna', 'tanaman']

6603 [6603, 33471, 6941, 18107, 10279]
rawa ['rawa', 'rawan', 'lawa', 'toya', 'rawe']

6608 [6608, 1915, 55549, 81294, 37883]
bojo ['bojo', 'bojone', 'bojona', 'poro', 'poto']

6621 [6621, 6672, 33414, 5459, 27093]
kuburan ['kuburan', 'kubur', 'kuburane', 'hiburan', 'semburan']

6647 [6647, 43917, 18848, 2652, 4570]
cah ['cah', 'cawuh', 'cahe', 'sih', 'kah']

6647 [6647, 43917, 18848, 2652, 4570]
cah ['cah', 'cawuh', 'cahe', 'sih', 'kah']

6647 [6647, 43917, 18848, 2652, 4570]
cah ['cah', 'cawuh', 'cahe', 'sih', 'kah']

6647 [6647, 43917, 18848, 2652, 4570]
cah ['cah', 'cawuh', 'cahe', 'sih', 'kah']

6647 [6647, 43917, 18848, 2652, 4570]
cah ['cah', 'cawuh', 'cahe', 'sih', 'kah']

6653 [6653, 28233, 912, 30411, 4874]
seda ['seda', 'meninggal', 'mati', 'wafat', 'died']

6657 [6657, 11047, 45583, 12075, 29426]
jantung ['jantung', 'jantunge', 'jantungna', 'ginjal', 'janin']

6720 [6720, 40337, 85682, 74379, 95075]
ksatria ['ksatria', 'ksatriya', 'kesatria', 'ksatrian', 'kasatria']

6727 [6727, 21677, 89640, 27669, 914]
tresna ['tresna', 'tresno', 'tresnani', 'tresnane', 'sirna']

6836 [6836, 103558, 5377, 26276, 13655]
mambu ['mambu', 'mambet', 'ngambu', 'mambune', 'mampet']

6836 [6836, 103558, 5377, 26276, 13655]
mambu ['mambu', 'mambet', 'ngambu', 'mambune', 'mampet']

6877 [6877, 12101, 100417, 38903, 44156]
asu ['asu', 'susu', 'jasu', 'wasu', 'apu']

6890 [6890, 7471, 40418, 1798, 13979]
informasi ['informasi', 'information', 'informations', 'data', 'berita']

6891 [6891, 28980, 3916, 85881, 7936]
macan ['macan', 'pandan', 'jaran', 'patin', 'setan']

6928 [6928, 19954, 70450, 42598, 24051]
sikil ['sikil', 'sikile', 'sikir', 'sikat', 'sikep']

6934 [6934, 67958, 3182, 41512, 79058]
udan ['udan', 'udane', 'awan', 'udang', 'udar']

6961 [6961, 4717, 6925, 6548, 43959]
pitik ['pitik', 'iwak', 'bebek', 'lauk', 'papak']

6971 [6971, 39231, 101587, 83193, 46421]
walang ['walang', 'bagong', 'lamang', 'beri', 'maja']

7088 [7088, 8276, 1759, 1766, 41624]
gedang ['gedang', 'wedang', 'gendang', 'kendang', 'pindang']

7093 [7093, 45685, 67587, 56437, 1787]
boso ['boso', 'bondo', 'bobo', 'boro', 'baso']

7114 [7114, 1901, 85719, 33680, 48354]
bapak ['bapak', 'bapake', 'kakak', 'bapakke', 'bapakne']

7656 [7656, 24430, 102650, 6887, 34953]
rencang ['rencang', 'rencangipun', 'rengan', 'rancang', 'reng']

7657 [7657, 17633, 25376, 78852, 182]
kanca ['kanca', 'kancane', 'kancanipun', 'kacane', 'kaca']

7657 [7657, 17633, 25376, 78852, 182]
kanca ['kanca', 'kancane', 'kancanipun', 'kacane', 'kaca']

7657 [7657, 17633, 25376, 78852, 182]
kanca ['kanca', 'kancane', 'kancanipun', 'kacane', 'kaca']

7657 [7657, 17633, 25376, 78852, 182]
kanca ['kanca', 'kancane', 'kancanipun', 'kacane', 'kaca']

7657 [7657, 17633, 25376, 78852, 182]
kanca ['kanca', 'kancane', 'kancanipun', 'kacane', 'kaca']

7657 [7657, 17633, 25376, 78852, 182]
kanca ['kanca', 'kancane', 'kancanipun', 'kacane', 'kaca']

7707 [7707, 23954, 7708, 8620, 37400]
ekspedisi ['ekspedisi', 'ekspedhisi', 'eksplorasi', 'eksperimen', 'ekspansi']

7888 [7888, 61747, 10578, 112311, 73971]
crita ['crita', 'gurita', 'critane', 'cemita', 'critakake']

7959 [7959, 21964, 1465, 81263, 51701]
raka ['raka', 'rak', 'reka', 'rakana', 'dira']

7977 [7977, 38068, 27672, 45023, 96954]
budhal ['budhal', 'bidhal', 'budhak', 'modhal', 'rudhal']

8005 [8005, 42659, 98801, 17325, 9192]
ping ['ping', 'pingping', 'pingin', 'pingan', 'pinggang']

8025 [8025, 46829, 37101, 7093, 44248]
bos ['bos', 'gaur', 'bih', 'boso', 'bosa']

8068 [8068, 18397, 109037, 81006, 43507]
dluwang ['dluwang', 'mbuwang', 'dlujur', 'krudung', 'diguwang']

8069 [8069, 62116, 10226, 14329, 52595]
blabak ['blabak', 'gerobak', 'blarak', 'lobak', 'blanja']

8074 [8074, 23237, 2035, 3182, 102679]
awak ['awak', 'awakna', 'awake', 'awan', 'awakke']

8076 [8076, 17788, 19192, 21563, 71528]
lambe ['lambe', 'lambene', 'lamba', 'lawe', 'ubenge']

8079 [8079, 18464, 18066, 44031, 26829]
lengen ['lengen', 'lengan', 'lengene', 'pilin', 'cincin']

8079 [8079, 18464, 18066, 44031, 26829]
lengen ['lengen', 'lengan', 'lengene', 'pilin', 'cincin']

8123 [8123, 41510, 8988, 43643, 45779]
racun ['racun', 'racunan', 'racune', 'racunna', 'racikan']

8123 [8123, 41510, 8988, 43643, 45779]
racun ['racun', 'racunan', 'racune', 'racunna', 'racikan']

8198 [8198, 91484, 85558, 11932, 6063]
rangkep ['rangkep', 'rangkap', 'rangkepan', 'jangkep', 'rangka']

8251 [8251, 2052, 83393, 31610, 86178]
farmasi ['farmasi', 'farmakologi', 'farmakologis', 'koperasi', 'instrumentasi']

8268 [8268, 71623, 9414, 21634, 82898]
godhong ['godhong', 'godhongan', 'godhonge', 'godong', 'endhong']

8268 [8268, 71623, 9414, 21634, 82898]
godhong ['godhong', 'godhongan', 'godhonge', 'godong', 'endhong']

8424 [8424, 9423, 35685, 64935, 82389]
wiji ['wiji', 'wijine', 'wijen', 'ruji', 'wijian']

8483 [8483, 48311, 10058, 70205, 37813]
kandhang ['kandhang', 'kandhung', 'kandhange', 'kandhane', 'kandhel']

8537 [8537, 9146, 48221, 41025, 71892]
gelombang ['gelombang', 'spektrum', 'waves', 'gelombangna', 'gelombange']

8537 [8537, 9146, 48221, 41025, 71892]
gelombang ['gelombang', 'spektrum', 'waves', 'gelombangna', 'gelombange']

8560 [8560, 74306, 45161, 105425, 60625]
rai ['rai', 'raihan', 'raih', 'raita', 'rau']

8894 [8894, 96582, 44129, 19164, 79258]
ingon ['ingon', 'engon', 'ingone', 'weton', 'ingonan']

8894 [8894, 96582, 44129, 19164, 79258]
ingon ['ingon', 'engon', 'ingone', 'weton', 'ingonan']

8935 [8935, 7492, 19766, 66515, 19354]
got ['got', 'get', 'getting', 'gotta', 'gets']

8935 [8935, 7492, 19766, 66515, 19354]
got ['got', 'get', 'getting', 'gotta', 'gets']

9092 [9092, 17806, 17104, 19244, 45261]
kuping ['kuping', 'kupinge', 'keping', 'guling', 'wahing']

9116 [9116, 11495, 14097, 5260, 24730]
penyakit ['penyakit', 'disease', 'karusakan', 'diseases', 'illness']

9120 [9120, 18286, 23682, 1799, 37452]
pakar ['pakar', 'pacar', 'pakarang', 'pakaryan', 'pakarya']

9489 [9489, 33814, 59985, 16576, 16633]
studi ['studi', 'penelitian', 'studine', 'kajian', 'studie']

9623 [9623, 7724, 65161, 18018, 92468]
panuntun ['panuntun', 'panuwun', 'penuntun', 'panunjuk', 'penuntut']

9680 [9680, 68108, 27445, 53942, 79732]
nyawang ['nyawang', 'ngawang', 'nyabak', 'nyabut', 'nyalukan']

9824 [9824, 9931, 82898, 20383, 44676]
endhas ['endhas', 'endhog', 'endhong', 'endhase', 'endhut']

9824 [9824, 9931, 82898, 20383, 44676]
endhas ['endhas', 'endhog', 'endhong', 'endhase', 'endhut']

9904 [9904, 37873, 82066, 77224, 26878]
geni ['geni', 'genine', 'genitri', 'genin', 'gen']

10055 [10055, 27541, 71585, 19479, 11685]
sungu ['sungu', 'sungut', 'sungune', 'gulu', 'rungu']

10098 [10098, 28251, 3792, 82531, 45546]
untu ['untu', 'unta', 'untung', 'untai', 'untir']

10323 [10323, 16697, 74603, 48364, 91543]
bandha ['bandha', 'bendha', 'bandhing', 'bandhane', 'bandhe']

10433 [10433, 5269, 6835, 3133, 6815]
wedi ['wedi', 'lagi', 'tenan', 'mampu', 'metu']

10433 [10433, 5269, 6835, 3133, 6815]
wedi ['wedi', 'lagi', 'tenan', 'mampu', 'metu']

10588 [10588, 90025, 10357, 71765, 9990]
rega ['rega', 'rego', 'jaga', 'gena', 'beya']

10599 [10599, 66232, 9827, 43011, 5013]
panggon ['panggon', 'panggona', 'panggone', 'panggen', 'panggung']

10738 [10738, 44156, 5400, 23558, 72326]
awu ['awu', 'apu', 'ambu', 'awi', 'panu']

10738 [10738, 44156, 5400, 23558, 72326]
awu ['awu', 'apu', 'ambu', 'awi', 'panu']

11531 [11531, 14539, 59937, 48983, 88501]
kuliah ['kuliah', 'kuliyah', 'kuliahe', 'kuliahipun', 'kuliahna']

11533 [11533, 3386, 23054, 5734, 232]
urusan ['urusan', 'rumusan', 'putusan', 'utusan', 'urutan']

11671 [11671, 47201, 54612, 35825, 49393]
asosiasi ['asosiasi', 'agensi', 'konsorsium', 'konfederasi', 'afiliasi']

12013 [12013, 8138, 111734, 49862, 28284]
griya ['griya', 'kriya', 'grija', 'driya', 'griyanipun']

12013 [12013, 8138, 111734, 49862, 28284]
griya ['griya', 'kriya', 'grija', 'driya', 'griyanipun']

12013 [12013, 8138, 111734, 49862, 28284]
griya ['griya', 'kriya', 'grija', 'driya', 'griyanipun']

12023 [12023, 65764, 66076, 87173, 38461]
spesialis ['spesialis', 'spesial', 'spesialisasi', 'spesialiasi', 'spesialisasine']

12101 [12101, 23972, 7424, 6877, 32945]
susu ['susu', 'sagu', 'jamu', 'asu', 'susuh']

12468 [12468, 56741, 19655, 17778, 19223]
bolongan ['bolongan', 'bolonganipun', 'bolong', 'bolongane', 'talingan']

12770 [12770, 16257, 8843, 10768, 90040]
standar ['standar', 'standarisasi', 'standard', 'standards', 'standart']

12949 [12949, 62255, 3253, 14374, 904]
serikat ['serikat', 'unidos', 'states', 'usa', 'amerika']

13047 [13047, 39212, 103293, 85693, 60842]
berkas ['berkas', 'beruk', 'berputra', 'bercorak', 'bersambung']

13081 [13081, 22142, 33781, 108757, 16719]
kedokteran ['kedokteran', 'kadokteran', 'kedhokteran', 'keteknikan', 'kadhokteran']

13118 [13118, 46656, 32559, 108835, 24907]
nafsu ['nafsu', 'nafkah', 'nafas', 'nafsul', 'tafsiran']

13402 [13402, 10493, 20783, 2859, 8265]
alternatif ['alternatif', 'alternative', 'alternatives', 'tambahan', 'gratis']

13402 [13402, 10493, 20783, 2859, 8265]
alternatif ['alternatif', 'alternative', 'alternatives', 'tambahan', 'gratis']

13539 [13539, 63382, 50945, 18658, 8001]
tukaran ['tukaran', 'tuker', 'tukan', 'tukak', 'tugel']

13812 [13812, 1766, 8276, 1759, 7088]
pedang ['pedang', 'kendang', 'wedang', 'gendang', 'gedang']

14035 [14035, 17938, 56878, 31695, 62974]
pimpinan ['pimpinan', 'pemimpin', 'chairman', 'pimpinanipun', 'pimpinane']

14302 [14302, 34652, 90107, 32436, 19754]
patemon ['patemon', 'patemone', 'patemonan', 'partemon', 'tetemon']

15070 [15070, 53284, 32853, 93438, 21101]
guyon ['guyon', 'guyonan', 'nanaon', 'playon', 'payon']

15610 [15610, 7114, 109500, 35140, 48354]
bapa ['bapa', 'bapak', 'bapakan', 'ayah', 'bapakne']

15773 [15773, 15682, 78468, 84211, 65392]
bates ['bates', 'batesan', 'batese', 'malet', 'modis']

15821 [15821, 15010, 8191, 38843, 13981]
dulur ['dulur', 'dulurna', 'dulure', 'dulu', 'kaluhur']

16091 [16091, 1907, 29615, 95379, 15420]
sedulur ['sedulur', 'sedulure', 'seduluran', 'seduluripun', 'sedhulure']

16091 [16091, 1907, 29615, 95379, 15420]
sedulur ['sedulur', 'sedulure', 'seduluran', 'seduluripun', 'sedhulure']

16091 [16091, 1907, 29615, 95379, 15420]
sedulur ['sedulur', 'sedulure', 'seduluran', 'seduluripun', 'sedhulure']

16381 [16381, 30961, 18869, 31319, 31560]
pegawai ['pegawai', 'pejabat', 'officer', 'pekerja', 'pengarah']

16764 [16764, 3692, 26453, 3408, 90688]
dinten ['dinten', 'dintenipun', 'swanten', 'kinten', 'dintenna']

17527 [17527, 6064, 2003, 103119, 95039]
gendhis ['gendhis', 'gendhing', 'gendheng', 'gendhisipun', 'kudhis']

18010 [18010, 88970, 56788, 39567, 21028]
langgeng ['langgeng', 'cengeng', 'ganggeng', 'rengeng', 'sugeng']

18347 [18347, 66852, 98078, 90823, 79939]
bayaran ['bayaran', 'bayar', 'bayarane', 'penasaran', 'penalaran']

18390 [18390, 48344, 45033, 63653, 45206]
sumpah ['sumpah', 'sumpahe', 'tumpah', 'sumpahna', 'bersumpah']

18390 [18390, 48344, 45033, 63653, 45206]
sumpah ['sumpah', 'sumpahe', 'tumpah', 'sumpahna', 'bersumpah']

18872 [18872, 1215, 7027, 101278, 98987]
wali ['wali', 'walikota', 'walikan', 'walibi', 'waline']

18889 [18889, 4528, 32248, 9339, 87517]
internal ['internal', 'interior', 'internally', 'external', 'interna']

19202 [19202, 21541, 1615, 6883, 78322]
lawang ['lawang', 'lawange', 'lawakan', 'lapang', 'lawangan']

19202 [19202, 21541, 1615, 6883, 78322]
lawang ['lawang', 'lawange', 'lawakan', 'lapang', 'lawangan']

19217 [19217, 42877, 18044, 30753, 19098]
asta ['asta', 'astagina', 'astane', 'astani', 'ehe']

19329 [19329, 42899, 19297, 16697, 36853]
kitha ['kitha', 'ibukutha', 'guha', 'bendha', 'petha']

19609 [19609, 76831, 44865, 94061, 44960]
pedhes ['pedhes', 'pedhet', 'pemanis', 'pedhese', 'ludhes']

19741 [19741, 13948, 36590, 9023, 26035]
palemahan ['palemahan', 'paimahan', 'pomahan', 'kalemahan', 'lumahan']

19788 [19788, 11552, 83895, 108766, 25143]
pandeleng ['pandeleng', 'pandelengan', 'panyandhang', 'pandengan', 'pandhang']

19823 [19823, 38147, 5903, 31586, 4490]
mempeng ['mempeng', 'memulang', 'nyepeng', 'kacepeng', 'ngomong']

19876 [19876, 220, 24592, 8488, 1687]
antik ['antik', 'klasik', 'antique', 'kuno', 'tradisional']

20266 [20266, 46288, 59487, 75285, 6877]
prau ['prau', 'prahu', 'ruu', 'praune', 'asu']

20586 [20586, 93847, 3720, 5346, 4849]
wedhok ['wedhok', 'wedhoke', 'wedhus', 'wadhon', 'wedok']

20613 [20613, 110130, 10133, 17661, 18613]
gelut ['gelut', 'gelud', 'gelung', 'emut', 'kerut']

20687 [20687, 102363, 3400, 88293, 29046]
nuwun ['nuwun', 'suwun', 'nyuwun', 'maturnuwun', 'panyuwun']

21275 [21275, 106072, 54827, 37209, 58257]
noda ['noda', 'nodo', 'nod', 'wada', 'nodong']

21319 [21319, 23865, 3300, 74828, 6612]
wot ['wot', 'wok', 'wod', 'wombat', 'sobat']

21583 [21583, 56664, 1884, 47921, 9749]
blumbang ['blumbang', 'blumbangan', 'kembang', 'barangbang', 'timbang']

21645 [21645, 45640, 78865, 94755, 104021]
mentok ['mentok', 'botok', 'mento', 'mentol', 'ndok']

21905 [21905, 28693, 50728, 87666, 66294]
syarat ['syarat', 'syarate', 'syaratipun', 'syaratna', 'syara']

22167 [22167, 29025, 90732, 2588, 17540]
ruh ['ruh', 'rah', 'ruhani', 'reh', 'trah']

22927 [22927, 44662, 57694, 38847, 23714]
kekuasaan ['kekuasaan', 'kekuasaannya', 'kekuasaanipun', 'kuasa', 'pemerintahan']

22967 [22967, 73481, 40213, 60550, 57792]
kunjungan ['kunjungan', 'kunjunganipun', 'mengunjungi', 'kunjung', 'berkunjung']

23002 [23002, 14232, 11009, 31319, 14184]
petani ['petani', 'farmers', 'pertanian', 'pekerja', 'farming']

23157 [23157, 27054, 32473, 5713, 22990]
aneh ['aneh', 'anehe', 'anem', 'adoh', 'parah']

23486 [23486, 94062, 60788, 7119, 44224]
wargi ['wargi', 'wargo', 'wargina', 'warung', 'waruga']

23621 [23621, 41626, 44703, 98346, 9730]
beluk ['beluk', 'belut', 'belur', 'beluga', 'busuk']

23621 [23621, 41626, 44703, 98346, 9730]
beluk ['beluk', 'belut', 'belur', 'beluga', 'busuk']

23776 [23776, 31451, 7776, 42175, 12599]
sigar ['sigar', 'sigaran', 'sigra', 'sesar', 'cakar']

23919 [23919, 83750, 44357, 34968, 110571]
gupernur ['gupernur', 'gupitan', 'purwarupa', 'palopor', 'pebruwari']

24042 [24042, 38695, 32223, 9429, 100678]
abrit ['abrit', 'abrik', 'abri', 'abrasi', 'abluk']

24832 [24832, 30876, 56557, 11065, 28379]
wabah ['wabah', 'musibah', 'umbah', 'wacana', 'kabah']

26829 [26829, 8079, 23581, 27499, 34281]
cincin ['cincin', 'lengen', 'kolon', 'tigan', 'lilin']

28186 [28186, 684, 19391, 17179, 26027]
pepadha ['pepadha', 'sapadha', 'pepadhang', 'pepadhan', 'pepadhane']

28239 [28239, 35740, 45804, 92339, 92471]
dhukun ['dhukun', 'dhuku', 'dhukuh', 'dhugderan', 'dhipan']

28467 [28467, 38666, 97537, 18775, 7854]
eyang ['eyang', 'eyange', 'eyangipun', 'ewon', 'iya']

28530 [28530, 97024, 35884, 59382, 84310]
persimpangan ['persimpangan', 'persinggahan', 'pamungpangan', 'perpanjangan', 'sampangan']

28614 [28614, 55480, 44000, 83403, 56437]
doro ['doro', 'dolo', 'goro', 'koro', 'boro']

28740 [28740, 1391, 28150, 26157, 2608]
peraturan ['peraturan', 'undang', 'regulations', 'keputusan', 'laws']

29002 [29002, 49608, 14851, 35891, 34503]
laksamana ['laksamana', 'brigadir', 'gandamana', 'marsekal', 'wira']

29602 [29602, 73732, 101875, 43360, 1181]
moyang ['moyang', 'moyange', 'moyangipun', 'moyangna', 'tiyang']

29685 [29685, 8035, 16961, 10536, 27392]
delta ['delta', 'gamma', 'alpha', 'beta', 'epsilon']

29899 [29899, 65634, 71992, 32511, 1206]
pidato ['pidato', 'pidatona', 'pidatone', 'pidhato', 'pikir']

31061 [31061, 52887, 14827, 108251, 73549]
anugrah ['anugrah', 'anugraha', 'nugraha', 'inganugraha', 'dianugrahi']

31171 [31171, 1947, 42203, 110780, 89684]
usia ['usia', 'umur', 'berusia', 'usiane', 'umuran']

32010 [32010, 103357, 111833, 65023, 12699]
bir ['bir', 'biryani', 'birria', 'biri', 'roti']

32953 [32953, 100833, 31560, 14439, 63223]
direktur ['direktur', 'direktor', 'pengarah', 'sekretaris', 'ceo']

33154 [33154, 96341, 91097, 17701, 10091]
dowo ['dowo', 'ponyo', 'podo', 'supoyo', 'maido']

33676 [33676, 48186, 18330, 72405, 1965]
kesenengan ['kesenengan', 'kasenengan', 'kesenengane', 'kesenangan', 'kasenengane']

34314 [34314, 15194, 73290, 41692, 63408]
bungkus ['bungkus', 'bungkusan', 'bungkil', 'bungbung', 'bungker']

34443 [34443, 17850, 19424, 92637, 20804]
pamit ['pamit', 'pamitan', 'kapit', 'pamati', 'paman']

34904 [34904, 92845, 83273, 104083, 31819]
ciu ['ciu', 'cium', 'kou', 'saeu', 'keu']

35136 [35136, 25464, 55163, 92536, 21611]
pegatan ['pegatan', 'gugatan', 'pepegatan', 'pembatalan', 'pegat']

35697 [35697, 6805, 15120, 90458, 89704]
satria ['satria', 'satriya', 'satru', 'satrya', 'satrio']

35717 [35717, 44300, 23451, 38214, 1276]
wangsulan ['wangsulan', 'wangsulane', 'wangsul', 'wangsulipun', 'ungkapan']

37872 [37872, 11567, 10253, 19904, 8190]
uwuh ['uwuh', 'uwoh', 'uwur', 'kawuwuhan', 'tuwuhan']

38781 [38781, 31689, 423, 26618, 44116]
kasir ['kasir', 'kasur', 'kasar', 'kusir', 'kaset']

38851 [38851, 77417, 102400, 102460, 6887]
ranjang ['ranjang', 'rantang', 'ranju', 'ranjam', 'rancang']

40131 [40131, 9933, 42477, 23634, 39226]
mustaka ['mustaka', 'duraka', 'suaka', 'salaka', 'mustakane']

40131 [40131, 9933, 42477, 23634, 39226]
mustaka ['mustaka', 'duraka', 'suaka', 'salaka', 'mustakane']

40131 [40131, 9933, 42477, 23634, 39226]
mustaka ['mustaka', 'duraka', 'suaka', 'salaka', 'mustakane']

40726 [40726, 66113, 40630, 41202, 100316]
toto ['toto', 'totok', 'nono', 'oto', 'totoh']

40922 [40922, 39449, 7250, 19479, 19458]
lemu ['lemu', 'hipu', 'semu', 'gulu', 'ungu']

41195 [41195, 23028, 21226, 15539, 14809]
agenda ['agenda', 'kebijakan', 'slogan', 'manifesto', 'rencana']

42427 [42427, 91871, 83844, 28388, 83260]
hobi ['hobi', 'hoby', 'hobina', 'cobi', 'hobine']

42462 [42462, 100910, 34394, 39212, 111396]
beruang ['beruang', 'beruwang', 'berlian', 'beruk', 'mamuang']

42656 [42656, 17710, 9313, 79403, 28342]
jiwo ['jiwo', 'kiwo', 'jowo', 'siwo', 'tuwo']

42917 [42917, 6641, 44032, 61941, 105469]
perkakas ['perkakas', 'perhiasan', 'perkosa', 'pertanda', 'bikakan']

44249 [44249, 89655, 33042, 6583, 96050]
ngelu ['ngelu', 'ngeden', 'ngeling', 'ngingu', 'ngelem']

44694 [44694, 24006, 45892, 86849, 44515]
keranjang ['keranjang', 'kranjang', 'kerudung', 'krawang', 'memanjang']

44948 [44948, 89788, 17260, 48052, 7859]
leren ['leren', 'lerene', 'leres', 'lerem', 'lereh']

44999 [44999, 60233, 75455, 17195, 3460]
mriyang ['mriyang', 'mriem', 'mriang', 'mriki', 'mriku']

45126 [45126, 44076, 9250, 6454, 12700]
kapak ['kapak', 'kapuk', 'kapas', 'umpak', 'kapang']

45194 [45194, 106783, 44828, 18542, 64935]
graji ['graji', 'goji', 'gergaji', 'suji', 'ruji']

45194 [45194, 106783, 44828, 18542, 64935]
graji ['graji', 'goji', 'gergaji', 'suji', 'ruji']

45655 [45655, 88676, 47109, 66531, 19434]
japa ['japa', 'tripa', 'rapa', 'datta', 'bedhaya']

45692 [45692, 46778, 95706, 92781, 55621]
nongko ['nongko', 'dongko', 'mangko', 'ongko', 'ponco']

45768 [45768, 95998, 30806, 48858, 21900]
moto ['moto', 'motocross', 'motogp', 'motorcycle', 'motor']

46704 [46704, 5304, 58111, 20014, 8618]
kekal ['kekal', 'nakal', 'kenal', 'keker', 'kedal']

46756 [46756, 88356, 6109, 30661, 19773]
ampeyan ['ampeyan', 'laweyan', 'rakeyan', 'ampang', 'ampar']

47186 [47186, 45124, 30790, 11527, 958]
maklumat ['maklumat', 'maklum', 'rapat', 'kaputusan', 'maksud']

47661 [47661, 34320, 34763, 59499, 49918]
pil ['pil', 'pel', 'pili', 'pilpres', 'pilm']

47954 [47954, 19371, 94487, 18540, 52278]
kathok ['kathok', 'menthok', 'godhok', 'kethok', 'ndhodhok']

48056 [48056, 34420, 49689, 70097, 53509]
metik ['metik', 'metot', 'methik', 'kedik', 'ancik']

49489 [49489, 101950, 65885, 94756, 26465]
jadwal ['jadwal', 'jadwale', 'jajak', 'jadul', 'sujud']

49489 [49489, 101950, 65885, 94756, 26465]
jadwal ['jadwal', 'jadwale', 'jajak', 'jadul', 'sujud']

50850 [50850, 91874, 41401, 29270, 33740]
tanduran ['tanduran', 'tandurane', 'tandur', 'dhaharan', 'dhasaran']

52522 [52522, 93679, 100000, 18383, 99059]
pageblug ['pageblug', 'pagebluk', 'pagebug', 'njeblug', 'gemblung']

53283 [53283, 54631, 69877, 41812, 82836]
toyan ['toyan', 'tapian', 'boyan', 'babakan', 'leran']

53284 [53284, 15070, 88850, 13683, 14095]
guyonan ['guyonan', 'guyon', 'guyonane', 'wetonan', 'guyub']

54469 [54469, 31001, 20425, 75806, 3069]
landasan ['landasan', 'landas', 'kabisan', 'fondasi', 'gagasan']

56807 [56807, 51034, 2482, 90709, 46746]
sanding ['sanding', 'banding', 'sandi', 'mading', 'manding']

57010 [57010, 56182, 41401, 100758, 417]
taneman ['taneman', 'tanem', 'tandur', 'tancang', 'tandha']

57651 [57651, 47482, 26490, 28266, 79134]
hamba ['hamba', 'hambali', 'hampa', 'domba', 'hambal']

58783 [58783, 53082, 14894, 44143, 41441]
gaun ['gaun', 'bran', 'gaman', 'baon', 'ubin']

60021 [60021, 59854, 61578, 96286, 103001]
rojo ['rojo', 'blanco', 'roja', 'azul', 'verdes']

60957 [60957, 25466, 66924, 8042, 25661]
kekajengan ['kekajengan', 'kemajengan', 'kekajenganipun', 'kekarepan', 'kepentingan']

60957 [60957, 25466, 66924, 8042, 25661]
kekajengan ['kekajengan', 'kemajengan', 'kekajenganipun', 'kekarepan', 'kepentingan']

61362 [61362, 40249, 3731, 28821, 72382]
krikil ['krikil', 'kerikil', 'krucil', 'kripik', 'krikilan']

66588 [66588, 9935, 1958, 2004, 70863]
senengi ['senengi', 'senenge', 'seneng', 'cenenge', 'ubengi']

69140 [69140, 47355, 4591, 26416, 80271]
lungo ['lungo', 'tuo', 'lunga', 'matte', 'bijis']

