Pair translation for k=1
20 [17933]
sapi ['babi', 'sawi', 'sapu', 'teri', 'cumi']

1876 [3143, 4836, 1687, 1643, 3489]
tradisi ['ritual', 'tradition', 'tradisional', 'budaya', 'traditions']

1876 [3143, 4836, 1687, 1643, 3489]
tradisi ['ritual', 'tradition', 'tradisional', 'budaya', 'traditions']

1884 [21480, 18477, 18488, 42395, 46437]
kembang ['kembangan', 'kembung', 'kembange', 'kembangna', 'kemuning']

1884 [21480, 18477, 18488, 42395, 46437]
kembang ['kembangan', 'kembung', 'kembange', 'kembangna', 'kemuning']

1895 [49304, 56653, 8973, 2469, 9066]
dhuwit ['dhuwite', 'dhuwung', 'kaluwihan', 'linuwih', 'kaluwihane']

1908 [80454, 79219, 101588, 2968, 39021]
lanang ['lanag', 'lanange', 'lanangan', 'sulung', 'lanan']

1908 [80454, 79219, 101588, 2968, 39021]
lanang ['lanag', 'lanange', 'lanangan', 'sulung', 'lanan']

1909 [55290, 5346, 6724, 19068, 26331]
wadon ['wadone', 'wadhon', 'wajar', 'wadana', 'wajan']

1909 [55290, 5346, 6724, 19068, 26331]
wadon ['wadone', 'wadhon', 'wajar', 'wadana', 'wajan']

1921 [109237, 66317, 61928, 44323, 47344]
bengi ['bengen', 'bengine', 'bengis', 'benget', 'bengek']

1962 [18343, 37837, 110, 36821, 15247]
pinter ['pintere', 'banter', 'pinuh', 'pindo', 'pinten']

1992 [23251, 19997, 12299, 3380, 563]
tata ['tatacara', 'tatanan', 'tatabasa', 'tatamba', 'tatanen']

2012 [17086, 67452, 91904, 34626, 12166]
mutlak ['muter', 'mutakhir', 'mutah', 'mulus', 'mutakir']

2063 [936, 971, 38157, 66, 74]
bagean ['deukeut', 'tina', 'nganjrek', 'mangrupa', 'hiji']

2081 [10382, 108950, 6748, 1608, 91933]
omah ['omahe', 'omahing', 'imah', 'obah', 'omat']

2081 [10382, 108950, 6748, 1608, 91933]
omah ['omahe', 'omahing', 'imah', 'obah', 'omat']

2108 [6998, 7020, 2107, 2091, 42183]
oksigen ['nitrogen', 'oxygen', 'hidrogen', 'karbon', 'oksigenna']

2150 [3569, 12446, 3967, 7004, 42608]
logam ['metals', 'aluminium', 'metal', 'mineral', 'logamna']

2178 [5816, 2248, 3410, 44246, 43482]
mlebu ['mlayu', 'mlebune', 'mlebet', 'klebu', 'melebu']

2204 [19861, 5038, 30664, 91453, 4328]
ratu ['ratuning', 'raja', 'puteri', 'ratuna', 'dewi']

2318 [1651, 7692, 24140, 28924, 4334]
rama ['ramayana', 'ramawijaya', 'krishna', 'ramadhan', 'indra']

2318 [1651, 7692, 24140, 28924, 4334]
rama ['ramayana', 'ramawijaya', 'krishna', 'ramadhan', 'indra']

2340 [53446, 2295, 29076, 28660, 12049]
sirkuit ['biskuit', 'serat', 'sirkus', 'sirkit', 'sirkulasi']

2367 [17352, 25281, 10601, 52931, 24776]
dokter ['physician', 'doctors', 'klinik', 'surgeon', 'physicians']

2405 [28274, 30406, 10287, 10402, 6302]
gawe ['gawa', 'ngawe', 'gawean', 'gawene', 'nggawe']

2434 [13965, 53125, 31387, 318, 60910]
pilihan ['pilihane', 'kandidat', 'pemilihan', 'dipilih', 'pilihanipun']

2434 [13965, 53125, 31387, 318, 60910]
pilihan ['pilihane', 'kandidat', 'pemilihan', 'dipilih', 'pilihanipun']

2482 [9942, 41734, 75448, 4226, 32556]
sandi ['sandhi', 'mandi', 'dasi', 'budi', 'sendi']

2482 [9942, 41734, 75448, 4226, 32556]
sandi ['sandhi', 'mandi', 'dasi', 'budi', 'sendi']

2519 [7112, 92943, 95594, 42314, 39622]
banyu ['banyune', 'banyunan', 'banyon', 'banyol', 'banyan']

2544 [55768, 73733, 34707, 93905, 3914]
takdir ['takbir', 'takdirna', 'taklim', 'takhir', 'tak']

2562 [49281, 1737, 12463, 15611, 13495]
padu ['padhu', 'adu', 'lucu', 'mangu', 'dangu']

2583 [46640, 52528, 30990, 8733, 77275]
tumindak ['tumindakan', 'tumindaking', 'tumindakipun', 'tumindake', 'bertindak']

2596 [24078, 25555, 2652, 37759, 32765]
asih ['asihan', 'asah', 'sih', 'icih', 'asik']

2596 [24078, 25555, 2652, 37759, 32765]
asih ['asihan', 'asah', 'sih', 'icih', 'asik']

2666 [19680, 96003, 105812, 64947, 31748]
tembok ['temboke', 'tembokipun', 'tembokan', 'gembok', 'tembak']

2706 [17840, 8954, 3247, 8827, 91949]
situs ['sito', 'website', 'portal', 'site', 'pagina']

2706 [17840, 8954, 3247, 8827, 91949]
situs ['sito', 'website', 'portal', 'site', 'pagina']

2804 [87195, 21563, 7115, 2853, 29514]
lare ['lere', 'lawe', 'sare', 'sore', 'sere']

2804 [87195, 21563, 7115, 2853, 29514]
lare ['lere', 'lawe', 'sare', 'sore', 'sere']

2851 [5333, 5203, 28709, 24168, 38820]
biru ['kuning', 'putih', 'hijau', 'merah', 'berwarna']

2859 [56131, 13652, 70220, 104005, 5350]
tambahan ['optional', 'tambahanna', 'bonus', 'tambahanipun', 'ekstra']

2977 [1948, 9462, 88036, 12438, 50607]
sekolah ['sekolahan', 'school', 'escola', 'pendidikan', 'szkoła']

3095 [106858, 10194, 45350, 32233, 7746]
nglakoni ['nglakoke', 'nglakokake', 'nglaksanakake', 'nglakokaken', 'ngleboni']

3102 [48715, 5537, 8770, 96396, 7126]
ukuran ['ukuranipun', 'diameter', 'ukurane', 'ukurannya', 'ukuranana']

3180 [19027, 41006, 66588, 23527, 99852]
mbengi ['sawengi', 'mbengok', 'senengi', 'kadenge', 'mboseni']

3181 [107524, 32777, 27111, 27395, 62707]
lintang ['lintan', 'lintangipun', 'antarlintang', 'lintange', 'antarbentang']

3194 [5230, 15802, 6201, 79940, 43009]
joged ['joget', 'jogetan', 'jogedan', 'jog', 'joglo']

3226 [3203, 8823, 8054, 34767, 26893]
dna ['rna', 'genome', 'genetik', 'chromosome', 'genom']

3360 [3607, 29124, 11458, 43706, 45895]
dalu ['wengi', 'pukul', 'minggu', 'sejam', 'sabendina']

3720 [20852, 92620, 20586, 26561, 10408]
wedhus ['wedhuse', 'kaldhu', 'wedhok', 'dhadhu', 'wudhu']

3770 [8160, 3033, 25581, 7739, 2029]
hubungan ['kontak', 'relations', 'hubungannana', 'relationship', 'interaksi']

3869 [22043, 93819, 28999, 16759, 74189]
paguyuban ['paguron', 'panyaluyuan', 'prusahaan', 'pawiyaran', 'perundhingan']

4202 [89, 3860, 107, 8006, 10002]
april ['maret', 'februari', 'mei', 'juni', 'march']

4277 [9231, 93383, 19737, 19973, 43931]
jagad ['jagat', 'jagading', 'jagating', 'ragad', 'jagate']

4594 [93698, 44787, 40865, 103491, 60569]
emak ['norak', 'yuk', 'luluk', 'amak', 'esok']

4594 [93698, 44787, 40865, 103491, 60569]
emak ['norak', 'yuk', 'luluk', 'amak', 'esok']

4594 [93698, 44787, 40865, 103491, 60569]
emak ['norak', 'yuk', 'luluk', 'amak', 'esok']

4594 [93698, 44787, 40865, 103491, 60569]
emak ['norak', 'yuk', 'luluk', 'amak', 'esok']

4595 [6496, 66409, 17541, 7061, 14413]
mbak ['mbah', 'mpok', 'kak', 'umak', 'mbako']

4642 [20277, 623, 51454, 6436, 6294]
pelabuhan ['port', 'kapal', 'ports', 'pantai', 'teluk']

4688 [18849, 6647, 30619, 14829, 44680]
bocah ['bocahe', 'cah', 'buruh', 'panah', 'bolah']

4698 [4854, 12726, 6086, 2163, 103662]
sarapan ['sarap', 'serapan', 'garapan', 'saragam', 'sasapan']

4820 [27505, 12055, 45257, 96306, 16101]
utek ['uteuk', 'otak', 'utak', 'uteke', 'orok']

4849 [93656, 106790, 20586, 8276, 39479]
wedok ['wedoke', 'wedokan', 'wedhok', 'wedang', 'weduk']

4891 [42729, 43110, 10429, 70065, 43932]
bledug ['blegudreg', 'bledheg', 'gedebog', 'bleg', 'gedheg']

4926 [46895, 66348, 11469, 46606, 81294]
toko ['tokone', 'tokona', 'bako', 'toke', 'poro']

5300 [79783, 67062, 9169, 90719, 20837]
penonton ['panonton', 'penontone', 'panon', 'pengontrol', 'pangon']

5323 [1301, 89487, 105185, 53413, 4829]
wayahe ['wayah', 'sawahe', 'turahe', 'wilahe', 'sirahe']

5325 [18269, 53424, 17365, 39388, 90570]
alon ['alot', 'aloy', 'alum', 'alo', 'aloi']

5329 [56390, 7169, 4859, 54449, 19540]
sekar ['sekat', 'sekaran', 'sekang', 'sekam', 'sekak']

5329 [56390, 7169, 4859, 54449, 19540]
sekar ['sekat', 'sekaran', 'sekang', 'sekam', 'sekak']

5344 [9540, 30980, 16479, 7113, 32356]
tamu ['tatu', 'latu', 'mutu', 'tamune', 'regu']

5407 [91880, 96166, 102698, 39094, 9828]
arahe ['gerakane', 'arahipun', 'ujunge', 'tekanane', 'jarake']

5527 [27798, 83848, 91539, 41766, 44204]
pak ['pakpak', 'pakdhe', 'paklik', 'pek', 'pakwan']

5570 [10589, 8558, 4089, 13022, 11435]
titik ['titikan', 'garis', 'point', 'nilai', 'titikane']

5570 [10589, 8558, 4089, 13022, 11435]
titik ['titikan', 'garis', 'point', 'nilai', 'titikane']

5670 [82212, 99442, 5423, 37514, 1582]
kali ['kalinga', 'kaliki', 'kalimah', 'kaligrafi', 'kalimat']

5670 [82212, 99442, 5423, 37514, 1582]
kali ['kalinga', 'kaliki', 'kalimah', 'kaligrafi', 'kalimat']

5670 [82212, 99442, 5423, 37514, 1582]
kali ['kalinga', 'kaliki', 'kalimah', 'kaligrafi', 'kalimat']

5694 [675, 13548, 23510, 29415, 3187]
kuli ['kulina', 'guci', 'ragi', 'kulo', 'uji']

5694 [675, 13548, 23510, 29415, 3187]
kuli ['kulina', 'guci', 'ragi', 'kulo', 'uji']

5734 [23054, 18905, 11533, 88799, 100283]
utusan ['putusan', 'utusane', 'urusan', 'utusaning', 'utus']

5827 [5519, 54351, 5188, 1032, 52399]
putra ['putri', 'putraning', 'putrane', 'anak', 'putranya']

5960 [49833, 28280, 61336, 12373, 104924]
nyambut ['nyambi', 'disambut', 'nyambutgawe', 'nyambung', 'nyadhung']

6029 [11645, 45251, 18053, 972, 81690]
cahya ['cahyaning', 'cahyana', 'cahyane', 'bahya', 'cahyaan']

6095 [6062, 1499, 9739, 39563, 89267]
dolanan ['dolanane', 'kaanan', 'janganan', 'dolan', 'busanan']

6103 [69900, 36958, 30717, 15270, 22346]
serangan ['menyerang', 'attacks', 'pertempuran', 'attack', 'bombing']

6139 [9094, 27687, 30195, 10130, 72365]
tutuk ['tutup', 'tutuke', 'tutul', 'sunduk', 'tutung']

6141 [19223, 44364, 69849, 41154, 4892]
tali ['talingan', 'talian', 'talina', 'taline', 'tela']

6200 [2924, 2585, 6838, 29662, 75448]
wesi ['sawi', 'muni', 'wangi', 'gisi', 'dasi']

6211 [8863, 19618, 35147, 41276, 11579]
bukti ['evidence', 'buktina', 'buktine', 'indikasi', 'laporan']

6280 [24276, 82936, 16488, 5832, 49287]
pesen ['pesenan', 'piken', 'paten', 'ilen', 'mesen']

6288 [104816, 31502, 19588, 38483, 6289]
musuh ['musuhipun', 'rival', 'musuhe', 'musuhan', 'musuhna']

6318 [21483, 4807, 15069, 29946, 3317]
omongan ['omong', 'omonge', 'omongane', 'tunangan', 'iringan']

6436 [4642, 6294, 42480, 42597, 70551]
pantai ['pelabuhan', 'teluk', 'playa', 'danau', 'fjord']

6465 [54991, 45190, 47923, 11610, 41301]
buah ['buahan', 'buahnya', 'buahna', 'tanaman', 'pohon']

6477 [72645, 6478, 81570, 24155, 48047]
piano ['cello', 'gitar', 'violin', 'orgel', 'flute']

6603 [33471, 6941, 18107, 10279, 73815]
rawa ['rawan', 'lawa', 'toya', 'rawe', 'rawayan']

6608 [1915, 55549, 81294, 37883, 91097]
bojo ['bojone', 'bojona', 'poro', 'poto', 'podo']

6621 [6672, 33414, 5459, 27093, 14209]
kuburan ['kubur', 'kuburane', 'hiburan', 'semburan', 'kukum']

6621 [6672, 33414, 5459, 27093, 14209]
kuburan ['kubur', 'kuburane', 'hiburan', 'semburan', 'kukum']

6624 [44076, 27729, 8246, 9659, 31689]
kapur ['kapuk', 'kaput', 'tabur', 'catur', 'kasur']

6647 [43917, 18848, 2652, 4570, 81229]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6647 [43917, 18848, 2652, 4570, 81229]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6647 [43917, 18848, 2652, 4570, 81229]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6647 [43917, 18848, 2652, 4570, 81229]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6647 [43917, 18848, 2652, 4570, 81229]
cah ['cawuh', 'cahe', 'sih', 'kah', 'cag']

6650 [24154, 24292, 6203, 31053, 30732]
musisi ['komposer', 'komponis', 'penyanyi', 'musikus', 'pianis']

6653 [28233, 912, 30411, 4874, 32899]
seda ['meninggal', 'mati', 'wafat', 'died', 'kematian']

6657 [11047, 45583, 12075, 29426, 85925]
jantung ['jantunge', 'jantungna', 'ginjal', 'janin', 'jantan']

6720 [40337, 85682, 74379, 95075, 90837]
ksatria ['ksatriya', 'kesatria', 'ksatrian', 'kasatria', 'kshatriya']

6727 [21677, 89640, 27669, 914, 4016]
tresna ['tresno', 'tresnani', 'tresnane', 'sirna', 'musna']

6836 [103558, 5377, 26276, 13655, 44656]
mambu ['mambet', 'ngambu', 'mambune', 'mampet', 'bubu']

6836 [103558, 5377, 26276, 13655, 44656]
mambu ['mambet', 'ngambu', 'mambune', 'mampet', 'bubu']

6853 [7643, 11370, 29504, 18640, 7903]
faktor ['factors', 'factor', 'faktorial', 'risiko', 'parameter']

6877 [12101, 100417, 38903, 44156, 28337]
asu ['susu', 'jasu', 'wasu', 'apu', 'kadu']

6890 [7471, 40418, 1798, 13979, 67137]
informasi ['information', 'informations', 'data', 'berita', 'informasine']

6891 [28980, 3916, 85881, 7936, 78687]
macan ['pandan', 'jaran', 'patin', 'setan', 'balin']

6915 [46791, 46612, 47819, 46054, 102730]
karang ['karangsari', 'karangjati', 'karangjaya', 'karangrejo', 'karangipun']

6928 [19954, 70450, 42598, 24051, 7157]
sikil ['sikile', 'sikir', 'sikat', 'sikep', 'siklus']

6934 [67958, 3182, 41512, 79058, 74402]
udan ['udane', 'awan', 'udang', 'udar', 'udani']

6960 [88037, 78278, 94543, 42852, 88878]
pacet ['silet', 'bakut', 'milet', 'condet', 'putat']

6961 [4717, 6925, 6548, 43959, 101224]
pitik ['iwak', 'bebek', 'lauk', 'papak', 'arik']

6971 [39231, 101587, 83193, 46421, 24015]
walang ['bagong', 'lamang', 'beri', 'maja', 'noong']

7088 [8276, 1759, 1766, 41624, 13812]
gedang ['wedang', 'gendang', 'kendang', 'pindang', 'pedang']

7093 [45685, 67587, 56437, 1787, 55480]
boso ['bondo', 'bobo', 'boro', 'baso', 'dolo']

7114 [1901, 85719, 33680, 48354, 109500]
bapak ['bapake', 'kakak', 'bapakke', 'bapakne', 'bapakan']

7119 [109226, 83474, 18277, 14871, 67047]
warung ['warunge', 'waring', 'waru', 'payung', 'warok']

7656 [24430, 102650, 6887, 34953, 94031]
rencang ['rencangipun', 'rengan', 'rancang', 'reng', 'guncang']

7656 [24430, 102650, 6887, 34953, 94031]
rencang ['rencangipun', 'rengan', 'rancang', 'reng', 'guncang']

7657 [17633, 25376, 78852, 182, 43119]
kanca ['kancane', 'kancanipun', 'kacane', 'kaca', 'kancah']

7657 [17633, 25376, 78852, 182, 43119]
kanca ['kancane', 'kancanipun', 'kacane', 'kaca', 'kancah']

7657 [17633, 25376, 78852, 182, 43119]
kanca ['kancane', 'kancanipun', 'kacane', 'kaca', 'kancah']

7657 [17633, 25376, 78852, 182, 43119]
kanca ['kancane', 'kancanipun', 'kacane', 'kaca', 'kancah']

7657 [17633, 25376, 78852, 182, 43119]
kanca ['kancane', 'kancanipun', 'kacane', 'kaca', 'kancah']

7657 [17633, 25376, 78852, 182, 43119]
kanca ['kancane', 'kancanipun', 'kacane', 'kaca', 'kancah']

7707 [23954, 7708, 8620, 37400, 43177]
ekspedisi ['ekspedhisi', 'eksplorasi', 'eksperimen', 'ekspansi', 'ekskavasi']

7888 [61747, 10578, 112311, 73971, 28403]
crita ['gurita', 'critane', 'cemita', 'critakake', 'cri']

7959 [21964, 1465, 81263, 51701, 12233]
raka ['rak', 'reka', 'rakana', 'dira', 'karta']

7977 [38068, 27672, 45023, 96954, 45105]
budhal ['bidhal', 'budhak', 'modhal', 'rudhal', 'mudheng']

7986 [6089, 49447, 100010, 41217, 9581]
pager ['siter', 'petir', 'ider', 'pelor', 'putar']

8005 [42659, 98801, 17325, 9192, 79669]
ping ['pingping', 'pingin', 'pingan', 'pinggang', 'pingpingna']

8025 [46829, 37101, 7093, 44248, 20246]
bos ['gaur', 'bih', 'boso', 'bosa', 'bas']

8068 [18397, 109037, 81006, 43507, 91398]
dluwang ['mbuwang', 'dlujur', 'krudung', 'diguwang', 'kluwarga']

8069 [62116, 10226, 14329, 52595, 11149]
blabak ['gerobak', 'blarak', 'lobak', 'blanja', 'blak']

8074 [23237, 2035, 3182, 102679, 12825]
awak ['awakna', 'awake', 'awan', 'awakke', 'awang']

8074 [23237, 2035, 3182, 102679, 12825]
awak ['awakna', 'awake', 'awan', 'awakke', 'awang']

8076 [17788, 19192, 21563, 71528, 9413]
lambe ['lambene', 'lamba', 'lawe', 'ubenge', 'pange']

8079 [18464, 18066, 44031, 26829, 20551]
lengen ['lengan', 'lengene', 'pilin', 'cincin', 'tenun']

8079 [18464, 18066, 44031, 26829, 20551]
lengen ['lengan', 'lengene', 'pilin', 'cincin', 'tenun']

8123 [41510, 8988, 43643, 45779, 77422]
racun ['racunan', 'racune', 'racunna', 'racikan', 'bihun']

8123 [41510, 8988, 43643, 45779, 77422]
racun ['racunan', 'racune', 'racunna', 'racikan', 'bihun']

8198 [91484, 85558, 11932, 6063, 20467]
rangkep ['rangkap', 'rangkepan', 'jangkep', 'rangka', 'rangkah']

8251 [2052, 83393, 31610, 86178, 82522]
farmasi ['farmakologi', 'farmakologis', 'koperasi', 'instrumentasi', 'fabrikasi']

8268 [71623, 9414, 21634, 82898, 56926]
godhong ['godhongan', 'godhonge', 'godong', 'endhong', 'godhongipun']

8268 [71623, 9414, 21634, 82898, 56926]
godhong ['godhongan', 'godhonge', 'godong', 'endhong', 'godhongipun']

8274 [88899, 68594, 6700, 18992, 98413]
kas ['kase', 'kasasi', 'kasta', 'kasa', 'kasting']

8357 [37836, 45854, 39704, 7552, 8537]
angin ['angine', 'angina', 'winds', 'hujan', 'gelombang']

8424 [9423, 35685, 64935, 82389, 7252]
wiji ['wijine', 'wijen', 'ruji', 'wijian', 'wewiji']

8483 [48311, 10058, 70205, 37813, 32557]
kandhang ['kandhung', 'kandhange', 'kandhane', 'kandhel', 'kandung']

8537 [9146, 48221, 41025, 71892, 9139]
gelombang ['spektrum', 'waves', 'gelombangna', 'gelombange', 'sinar']

8537 [9146, 48221, 41025, 71892, 9139]
gelombang ['spektrum', 'waves', 'gelombangna', 'gelombange', 'sinar']

8560 [74306, 45161, 105425, 60625, 44163]
rai ['raihan', 'raih', 'raita', 'rau', 'gori']

8894 [96582, 44129, 19164, 79258, 11443]
ingon ['engon', 'ingone', 'weton', 'ingonan', 'babon']

8894 [96582, 44129, 19164, 79258, 11443]
ingon ['engon', 'ingone', 'weton', 'ingonan', 'babon']

8935 [7492, 19766, 66515, 19354, 99401]
got ['get', 'getting', 'gotta', 'gets', 'gotcha']

8935 [7492, 19766, 66515, 19354, 99401]
got ['get', 'getting', 'gotta', 'gets', 'gotcha']

8941 [2545, 15832, 974, 74936, 48290]
puluhan ['puluh', 'jutaan', 'ratusan', 'belasan', 'ribuan']

9092 [17806, 17104, 19244, 45261, 58374]
kuping ['kupinge', 'keping', 'guling', 'wahing', 'giling']

9116 [11495, 14097, 5260, 24730, 26886]
penyakit ['disease', 'karusakan', 'diseases', 'illness', 'tumor']

9120 [18286, 23682, 1799, 37452, 10197]
pakar ['pacar', 'pakarang', 'pakaryan', 'pakarya', 'pakarti']

9164 [6910, 44298, 10233, 32718, 14049]
irung ['irunge', 'irungna', 'irus', 'irungipun', 'surung']

9248 [35670, 12565, 18023, 17144, 91202]
coklat ['cokelat', 'soklat', 'cokot', 'bulat', 'coklatan']

9249 [71047, 41300, 97259, 97189, 29951]
salju ['saljuan', 'tuju', 'soju', 'saldo', 'tinju']

9250 [12047, 41087, 56293, 12700, 45126]
kapas ['napas', 'ampas', 'kapasan', 'kapang', 'kapak']

9489 [33814, 59985, 16576, 16633, 49505]
studi ['penelitian', 'studine', 'kajian', 'studie', 'studina']

9543 [17783, 39937, 96739, 58449, 95716]
bisul ['bisu', 'ateul', 'gateul', 'macul', 'ketul']

9623 [7724, 65161, 18018, 92468, 74069]
panuntun ['panuwun', 'penuntun', 'panunjuk', 'penuntut', 'panunjang']

9680 [68108, 27445, 53942, 79732, 20285]
nyawang ['ngawang', 'nyabak', 'nyabut', 'nyalukan', 'nyangga']

9824 [9931, 82898, 20383, 44676, 42360]
endhas ['endhog', 'endhong', 'endhase', 'endhut', 'ndhas']

9824 [9931, 82898, 20383, 44676, 42360]
endhas ['endhog', 'endhong', 'endhase', 'endhut', 'ndhas']

9904 [37873, 82066, 77224, 26878, 94364]
geni ['genine', 'genitri', 'genin', 'gen', 'proteine']

10055 [27541, 71585, 19479, 11685, 1782]
sungu ['sungut', 'sungune', 'gulu', 'rungu', 'sangu']

10098 [28251, 3792, 82531, 45546, 44922]
untu ['unta', 'untung', 'untai', 'untir', 'kutu']

10323 [16697, 74603, 48364, 91543, 23690]
bandha ['bendha', 'bandhing', 'bandhane', 'bandhe', 'gadha']

10433 [5269, 6835, 3133, 6815, 103656]
wedi ['lagi', 'tenan', 'mampu', 'metu', 'sagen']

10433 [5269, 6835, 3133, 6815, 103656]
wedi ['lagi', 'tenan', 'mampu', 'metu', 'sagen']

10588 [90025, 10357, 71765, 9990, 83660]
rega ['rego', 'jaga', 'gena', 'beya', 'regas']

10599 [66232, 9827, 43011, 5013, 42429]
panggon ['panggona', 'panggone', 'panggen', 'panggung', 'nggon']

10738 [44156, 5400, 23558, 72326, 6877]
awu ['apu', 'ambu', 'awi', 'panu', 'asu']

10738 [44156, 5400, 23558, 72326, 6877]
awu ['apu', 'ambu', 'awi', 'panu', 'asu']

10835 [66959, 29074, 94020, 48864, 84555]
tim ['timnas', 'klub', 'timipun', 'timnya', 'timna']

10998 [10968, 68186, 58833, 5834, 24909]
pasar ['pasarean', 'pasarturi', 'pasaraya', 'pasaran', 'pasaratan']

11320 [1434, 2901, 103418, 3496, 1826]
produk ['produksi', 'products', 'produkipun', 'barang', 'diproduksi']

11531 [14539, 59937, 48983, 88501, 38177]
kuliah ['kuliyah', 'kuliahe', 'kuliahipun', 'kuliahna', 'kuliyahe']

11531 [14539, 59937, 48983, 88501, 38177]
kuliah ['kuliyah', 'kuliahe', 'kuliahipun', 'kuliahna', 'kuliyahe']

11533 [3386, 23054, 5734, 232, 85025]
urusan ['rumusan', 'putusan', 'utusan', 'urutan', 'urunan']

11671 [47201, 54612, 35825, 49393, 13257]
asosiasi ['agensi', 'konsorsium', 'konfederasi', 'afiliasi', 'federasi']

12013 [8138, 111734, 49862, 28284, 28422]
griya ['kriya', 'grija', 'driya', 'griyanipun', 'griyane']

12013 [8138, 111734, 49862, 28284, 28422]
griya ['kriya', 'grija', 'driya', 'griyanipun', 'griyane']

12013 [8138, 111734, 49862, 28284, 28422]
griya ['kriya', 'grija', 'driya', 'griyanipun', 'griyane']

12023 [65764, 66076, 87173, 38461, 87319]
spesialis ['spesial', 'spesialisasi', 'spesialiasi', 'spesialisasine', 'terspesialisasi']

12101 [23972, 7424, 6877, 32945, 18255]
susu ['sagu', 'jamu', 'asu', 'susuh', 'susuna']

12468 [56741, 19655, 17778, 19223, 8976]
bolongan ['bolonganipun', 'bolong', 'bolongane', 'talingan', 'kurungan']

12579 [63892, 34889, 13323, 3629, 16243]
santa ['sainte', 'sant', 'san', 'saint', 'santo']

12666 [22900, 93763, 108143, 24564, 38818]
kadal ['kadali', 'mamal', 'pandal', 'quail', 'ketel']

12677 [56580, 84711, 4800, 10009, 19865]
sinyal ['sinyalna', 'riyal', 'partikel', 'signal', 'signals']

12699 [112063, 23624, 109604, 24654, 29269]
roti ['rotisserie', 'rotis', 'rotini', 'pasta', 'makanan']

12770 [16257, 8843, 10768, 90040, 17837]
standar ['standarisasi', 'standard', 'standards', 'standart', 'norma']

12949 [62255, 3253, 14374, 904, 8604]
serikat ['unidos', 'states', 'usa', 'amerika', 'sarekat']

13047 [39212, 103293, 85693, 60842, 75416]
berkas ['beruk', 'berputra', 'bercorak', 'bersambung', 'minangla']

13081 [22142, 33781, 108757, 16719, 34205]
kedokteran ['kadokteran', 'kedhokteran', 'keteknikan', 'kadhokteran', 'kesusasteraan']

13118 [46656, 32559, 108835, 24907, 19378]
nafsu ['nafkah', 'nafas', 'nafsul', 'tafsiran', 'tafsir']

13402 [10493, 20783, 2859, 8265, 25967]
alternatif ['alternative', 'alternatives', 'tambahan', 'gratis', 'options']

13402 [10493, 20783, 2859, 8265, 25967]
alternatif ['alternative', 'alternatives', 'tambahan', 'gratis', 'options']

13469 [74709, 22285, 9232, 8485, 11213]
isin ['isini', 'salin', 'isinan', 'temen', 'angen']

13469 [74709, 22285, 9232, 8485, 11213]
isin ['isini', 'salin', 'isinan', 'temen', 'angen']

13539 [63382, 50945, 18658, 8001, 7108]
tukaran ['tuker', 'tukan', 'tukak', 'tugel', 'tuku']

13812 [1766, 8276, 1759, 7088, 41624]
pedang ['kendang', 'wedang', 'gendang', 'gedang', 'pindang']

13832 [89537, 39982, 3702, 48356, 58276]
pos ['posko', 'pospat', 'post', 'pospor', 'posh']

13969 [74612, 43672, 41079, 96424, 31291]
pabrik ['pabrike', 'pabrikasi', 'rubrik', 'jabrik', 'firma']

14035 [17938, 56878, 31695, 62974, 12838]
pimpinan ['pemimpin', 'chairman', 'pimpinanipun', 'pimpinane', 'kepala']

14182 [1158, 64887, 3447, 110768, 28097]
hakim ['mahkamah', 'tribunal', 'judge', 'hakimi', 'judges']

14302 [34652, 90107, 32436, 19754, 13318]
patemon ['patemone', 'patemonan', 'partemon', 'tetemon', 'patemonane']

14946 [43759, 31563, 60654, 84790, 80511]
karir ['karire', 'karirna', 'kariripun', 'berkarir', 'kariere']

15001 [936, 44396, 971, 2092, 60157]
orbit ['deukeut', 'orbitna', 'tina', 'sedengkeun', 'magnitudo']

15070 [53284, 32853, 93438, 21101, 80204]
guyon ['guyonan', 'nanaon', 'playon', 'payon', 'bombong']

15591 [9730, 81105, 81806, 41033, 9659]
busur ['busuk', 'busak', 'busung', 'janur', 'catur']

15610 [7114, 109500, 35140, 48354, 22873]
bapa ['bapak', 'bapakan', 'ayah', 'bapakne', 'bapana']

15773 [15682, 78468, 84211, 65392, 18213]
bates ['batesan', 'batese', 'malet', 'modis', 'higgins']

15821 [15010, 8191, 38843, 13981, 6768]
dulur ['dulurna', 'dulure', 'dulu', 'kaluhur', 'sakur']

15821 [15010, 8191, 38843, 13981, 6768]
dulur ['dulurna', 'dulure', 'dulu', 'kaluhur', 'sakur']

16091 [1907, 29615, 95379, 15420, 84802]
